Politician,Type,Policy,URL
Susan Templeman,VeryStronglyAgainst,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Susan Templeman,VeryStronglyAgainst,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Susan Templeman,VeryStronglyAgainst,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Susan Templeman,VeryStronglyAgainst,Banning mobiles and other devices in immigration detention,https://theyvoteforyou.org.au/policies/244
Susan Templeman,VeryStronglyAgainst,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Susan Templeman,VeryStronglyAgainst,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Susan Templeman,VeryStronglyAgainst,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Susan Templeman,VeryStronglyAgainst,Greater control over items brought into immigration detention centres,https://theyvoteforyou.org.au/policies/182
Susan Templeman,VeryStronglyAgainst,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Susan Templeman,VeryStronglyAgainst,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Susan Templeman,VeryStronglyAgainst,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Susan Templeman,VeryStronglyAgainst,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Susan Templeman,VeryStronglyAgainst,Increasing the Medicare Levy to pay for the National Disability Insurance Scheme,https://theyvoteforyou.org.au/policies/169
Susan Templeman,VeryStronglyAgainst,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Susan Templeman,VeryStronglyAgainst,Privatising government services,https://theyvoteforyou.org.au/policies/168
Susan Templeman,VeryStronglyAgainst,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Susan Templeman,VeryStronglyAgainst,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Susan Templeman,VeryStronglyAgainst,Stopping people who arrive by boat from ever coming to Australia,https://theyvoteforyou.org.au/policies/134
Susan Templeman,VeryStronglyAgainst,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Susan Templeman,VeryStronglyAgainst,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Susan Templeman,VeryStronglyAgainst,The Coalition s new schools funding policy   Gonski 2 0,https://theyvoteforyou.org.au/policies/151
Susan Templeman,VeryStronglyAgainst,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Catryna Bilyk,VeryStronglyFor,A constitutionally enshrined First Nations Voice in parliament,https://theyvoteforyou.org.au/policies/257
Catryna Bilyk,VeryStronglyFor,A federal inquiry into Queensland government administration,https://theyvoteforyou.org.au/policies/50
Catryna Bilyk,VeryStronglyFor,A minerals resource rent tax,https://theyvoteforyou.org.au/policies/14
Catryna Bilyk,VeryStronglyFor,A national redress scheme for institutional abuse survivors,https://theyvoteforyou.org.au/policies/125
Catryna Bilyk,VeryStronglyFor,A Royal Commission into Robodebt,https://theyvoteforyou.org.au/policies/243
Catryna Bilyk,VeryStronglyFor,An NBN  using fibre to the premises,https://theyvoteforyou.org.au/policies/47
Catryna Bilyk,VeryStronglyFor,Buffer zones around abortion clinics,https://theyvoteforyou.org.au/policies/107
Catryna Bilyk,VeryStronglyFor,Carbon farming,https://theyvoteforyou.org.au/policies/33
Catryna Bilyk,VeryStronglyFor,Criminalising  revenge porn,https://theyvoteforyou.org.au/policies/158
Catryna Bilyk,VeryStronglyFor,Decreasing the private health insurance rebate,https://theyvoteforyou.org.au/policies/26
Catryna Bilyk,VeryStronglyFor,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Catryna Bilyk,VeryStronglyFor,Expanding Medicare funded dental care,https://theyvoteforyou.org.au/policies/178
Catryna Bilyk,VeryStronglyFor,Giving apprentices access to a  20 000 loan,https://theyvoteforyou.org.au/policies/66
Catryna Bilyk,VeryStronglyFor,Increasing funding for public schools,https://theyvoteforyou.org.au/policies/241
Catryna Bilyk,VeryStronglyFor,Increasing penalties for breach of data,https://theyvoteforyou.org.au/policies/188
Catryna Bilyk,VeryStronglyFor,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Catryna Bilyk,VeryStronglyFor,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Catryna Bilyk,VeryStronglyFor,Investing in climate science,https://theyvoteforyou.org.au/policies/227
Catryna Bilyk,VeryStronglyFor,Legalising euthanasia,https://theyvoteforyou.org.au/policies/190
Catryna Bilyk,VeryStronglyFor,Maintaining or increasing defence spending,https://theyvoteforyou.org.au/policies/161
Catryna Bilyk,VeryStronglyFor,Paid parental leave equality for stay at home mums and dads,https://theyvoteforyou.org.au/policies/240
Catryna Bilyk,VeryStronglyFor,Promoting multiculturalism,https://theyvoteforyou.org.au/policies/194
Catryna Bilyk,VeryStronglyFor,Recognising local government in the Constitution,https://theyvoteforyou.org.au/policies/10
Catryna Bilyk,VeryStronglyFor,Reducing personal income tax,https://theyvoteforyou.org.au/policies/218
Catryna Bilyk,VeryStronglyFor,Removing parallel import restrictions for books,https://theyvoteforyou.org.au/policies/101
Catryna Bilyk,VeryStronglyFor,Revoking citizenship of dual nationals involved with terrorism offences by the minister,https://theyvoteforyou.org.au/policies/84
Catryna Bilyk,VeryStronglyFor,Temporary Exclusion Orders,https://theyvoteforyou.org.au/policies/220
Catryna Bilyk,VeryStronglyFor,Tobacco plain packaging,https://theyvoteforyou.org.au/policies/2
Catryna Bilyk,StronglyFor,Closing the gap between Indigenous and non Indigenous Australians,https://theyvoteforyou.org.au/policies/160
Catryna Bilyk,StronglyFor,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Catryna Bilyk,StronglyFor,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Catryna Bilyk,StronglyFor,Increasing federal government support for childcare,https://theyvoteforyou.org.au/policies/171
Catryna Bilyk,StronglyFor,Increasing funding for road infrastructure,https://theyvoteforyou.org.au/policies/38
Catryna Bilyk,StronglyFor,Offshore processing for people seeking asylum in Australia,https://theyvoteforyou.org.au/policies/51
Catryna Bilyk,StronglyFor,Prioritising religious freedom,https://theyvoteforyou.org.au/policies/198
Catryna Bilyk,StronglyFor,Privatising government assets,https://theyvoteforyou.org.au/policies/21
Catryna Bilyk,StronglyFor,Targeting foreign interference in Australia,https://theyvoteforyou.org.au/policies/187
Catryna Bilyk,StronglyFor,The Paris Climate Agreement,https://theyvoteforyou.org.au/policies/183
Catryna Bilyk,StronglyFor,Transgender rights,https://theyvoteforyou.org.au/policies/214
Catryna Bilyk,StronglyFor,Uranium export,https://theyvoteforyou.org.au/policies/43
Catryna Bilyk,ModeratelyFor,A carbon price,https://theyvoteforyou.org.au/policies/3
Catryna Bilyk,ModeratelyFor,A declared area offence,https://theyvoteforyou.org.au/policies/189
Catryna Bilyk,ModeratelyFor,A Free Trade Agreement with China,https://theyvoteforyou.org.au/policies/142
Catryna Bilyk,ModeratelyFor,A Royal Commission into banking,https://theyvoteforyou.org.au/policies/95
Catryna Bilyk,ModeratelyFor,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Catryna Bilyk,ModeratelyFor,Adani s proposed Carmichael coal mine in the Galilee Basin,https://theyvoteforyou.org.au/policies/162
Catryna Bilyk,ModeratelyFor,Australia s timber industry,https://theyvoteforyou.org.au/policies/217
Catryna Bilyk,ModeratelyFor,Continuing Detention Orders  CDOs,https://theyvoteforyou.org.au/policies/139
Catryna Bilyk,ModeratelyFor,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Catryna Bilyk,ModeratelyFor,Decreasing the gender pay gap,https://theyvoteforyou.org.au/policies/72
Catryna Bilyk,ModeratelyFor,Ending illegal logging,https://theyvoteforyou.org.au/policies/93
Catryna Bilyk,ModeratelyFor,Federal action on public housing,https://theyvoteforyou.org.au/policies/116
Catryna Bilyk,ModeratelyFor,Giving approval for mining in the Liverpool Plains,https://theyvoteforyou.org.au/policies/154
Catryna Bilyk,ModeratelyFor,Increasing accessibility of government data and documents,https://theyvoteforyou.org.au/policies/59
Catryna Bilyk,ModeratelyFor,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Catryna Bilyk,ModeratelyFor,Increasing funding for legal aid,https://theyvoteforyou.org.au/policies/105
Catryna Bilyk,ModeratelyFor,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Catryna Bilyk,ModeratelyFor,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Catryna Bilyk,ModeratelyFor,Increasing investment in the coal industry,https://theyvoteforyou.org.au/policies/141
Catryna Bilyk,ModeratelyFor,Increasing political transparency,https://theyvoteforyou.org.au/policies/199
Catryna Bilyk,ModeratelyFor,Increasing surveillance powers,https://theyvoteforyou.org.au/policies/44
Catryna Bilyk,ModeratelyFor,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Catryna Bilyk,ModeratelyFor,Letting environmental groups challenge the legality of certain government decisions,https://theyvoteforyou.org.au/policies/83
Catryna Bilyk,ModeratelyFor,Offshore oil mining,https://theyvoteforyou.org.au/policies/231
Catryna Bilyk,ModeratelyFor,Preventative Detention Orders  PDOs,https://theyvoteforyou.org.au/policies/135
Catryna Bilyk,ModeratelyFor,Protecting whales within Australian waters,https://theyvoteforyou.org.au/policies/67
Catryna Bilyk,ModeratelyFor,Re approving  re registering agvet chemicals,https://theyvoteforyou.org.au/policies/35
Catryna Bilyk,ModeratelyFor,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Catryna Bilyk,ModeratelyFor,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Catryna Bilyk,ModeratelyFor,Storing all citizens  telecommunications data for access by government agencies,https://theyvoteforyou.org.au/policies/54
Catryna Bilyk,ModeratelyFor,The Carbon Pollution Reduction Scheme,https://theyvoteforyou.org.au/policies/7
Catryna Bilyk,ModeratelyFor,The Intervention in the Northern Territory,https://theyvoteforyou.org.au/policies/36
Catryna Bilyk,ModeratelyFor,The Trans Pacific Partnership  TPP  Agreement,https://theyvoteforyou.org.au/policies/77
Catryna Bilyk,ModeratelyFor,Unconventional gas mining,https://theyvoteforyou.org.au/policies/18
Catryna Bilyk,Mixed,Banning all investment in cluster munitions,https://theyvoteforyou.org.au/policies/143
Catryna Bilyk,Mixed,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Catryna Bilyk,Mixed,Funding the national school chaplaincy program,https://theyvoteforyou.org.au/policies/61
Catryna Bilyk,Mixed,Getting rid of the Gold Travel Pass,https://theyvoteforyou.org.au/policies/146
Catryna Bilyk,Mixed,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Catryna Bilyk,Mixed,Imprisoning immigration detention workers who record or reveal information from their work,https://theyvoteforyou.org.au/policies/119
Catryna Bilyk,Mixed,Increasing Aboriginal land rights,https://theyvoteforyou.org.au/policies/24
Catryna Bilyk,Mixed,Increasing fishing restrictions,https://theyvoteforyou.org.au/policies/41
Catryna Bilyk,Mixed,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Catryna Bilyk,Mixed,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Catryna Bilyk,Mixed,Increasing legal protections for LGBTI people,https://theyvoteforyou.org.au/policies/195
Catryna Bilyk,Mixed,Increasing parliamentary entitlements for current MPs and Senators,https://theyvoteforyou.org.au/policies/98
Catryna Bilyk,Mixed,Increasing protection of Australia s fresh water,https://theyvoteforyou.org.au/policies/15
Catryna Bilyk,Mixed,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Catryna Bilyk,Mixed,Live animal export,https://theyvoteforyou.org.au/policies/32
Catryna Bilyk,Mixed,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Catryna Bilyk,Mixed,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Catryna Bilyk,Mixed,Refugee family reunification,https://theyvoteforyou.org.au/policies/165
Catryna Bilyk,Mixed,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Catryna Bilyk,Mixed,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Catryna Bilyk,Mixed,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Catryna Bilyk,Mixed,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Catryna Bilyk,ModeratelyAgainst,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Catryna Bilyk,ModeratelyAgainst,Banning new thermal coal mines,https://theyvoteforyou.org.au/policies/222
Catryna Bilyk,ModeratelyAgainst,Building Australia s new submarine fleet in South Australia,https://theyvoteforyou.org.au/policies/63
Catryna Bilyk,ModeratelyAgainst,Building community climate change resilience,https://theyvoteforyou.org.au/policies/228
Catryna Bilyk,ModeratelyAgainst,Changing the date of Australia Day,https://theyvoteforyou.org.au/policies/144
Catryna Bilyk,ModeratelyAgainst,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Catryna Bilyk,ModeratelyAgainst,Deregulating undergraduate university fees,https://theyvoteforyou.org.au/policies/58
Catryna Bilyk,ModeratelyAgainst,Ending immigration detention on Manus Island,https://theyvoteforyou.org.au/policies/121
Catryna Bilyk,ModeratelyAgainst,Ending immigration detention on Nauru,https://theyvoteforyou.org.au/policies/118
Catryna Bilyk,ModeratelyAgainst,For increasing the Youth Allowance rate,https://theyvoteforyou.org.au/policies/219
Catryna Bilyk,ModeratelyAgainst,Government action on animal   plant extinctions,https://theyvoteforyou.org.au/policies/172
Catryna Bilyk,ModeratelyAgainst,Greater public scrutiny of the Trans Pacific Partnership negotiations,https://theyvoteforyou.org.au/policies/73
Catryna Bilyk,ModeratelyAgainst,Increasing freedom of political communication,https://theyvoteforyou.org.au/policies/53
Catryna Bilyk,ModeratelyAgainst,Increasing marine conservation,https://theyvoteforyou.org.au/policies/17
Catryna Bilyk,ModeratelyAgainst,Increasing or removing the Government debt limit,https://theyvoteforyou.org.au/policies/13
Catryna Bilyk,ModeratelyAgainst,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Catryna Bilyk,ModeratelyAgainst,Increasing the foreign aid budget to 0 7  of Gross National Income,https://theyvoteforyou.org.au/policies/99
Catryna Bilyk,ModeratelyAgainst,Increasing the Newstart Allowance rate,https://theyvoteforyou.org.au/policies/179
Catryna Bilyk,ModeratelyAgainst,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Catryna Bilyk,ModeratelyAgainst,Protecting citizens  privacy,https://theyvoteforyou.org.au/policies/128
Catryna Bilyk,ModeratelyAgainst,Protecting threatened forest and bushland habitats,https://theyvoteforyou.org.au/policies/94
Catryna Bilyk,ModeratelyAgainst,Protecting whistleblowers,https://theyvoteforyou.org.au/policies/90
Catryna Bilyk,ModeratelyAgainst,Public transport,https://theyvoteforyou.org.au/policies/123
Catryna Bilyk,ModeratelyAgainst,Putting a time limit on immigration detention,https://theyvoteforyou.org.au/policies/120
Catryna Bilyk,ModeratelyAgainst,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Catryna Bilyk,ModeratelyAgainst,Requiring a warrant to access citizens  telecommunications records,https://theyvoteforyou.org.au/policies/55
Catryna Bilyk,ModeratelyAgainst,Restricting donations to political parties,https://theyvoteforyou.org.au/policies/85
Catryna Bilyk,ModeratelyAgainst,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Catryna Bilyk,ModeratelyAgainst,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Catryna Bilyk,ModeratelyAgainst,Turning back asylum boats when possible,https://theyvoteforyou.org.au/policies/174
Catryna Bilyk,StronglyAgainst,A review of our representatives  eligibility,https://theyvoteforyou.org.au/policies/170
Catryna Bilyk,StronglyAgainst,An inquiry into the Iraq War,https://theyvoteforyou.org.au/policies/180
Catryna Bilyk,StronglyAgainst,Decreasing ABC and SBS funding,https://theyvoteforyou.org.au/policies/56
Catryna Bilyk,StronglyAgainst,Increasing access under Freedom of Information law,https://theyvoteforyou.org.au/policies/46
Catryna Bilyk,StronglyAgainst,Landholders  right to say no to mining and gas exploration,https://theyvoteforyou.org.au/policies/62
Catryna Bilyk,StronglyAgainst,Mandatory minimum sentences for certain offences,https://theyvoteforyou.org.au/policies/238
Catryna Bilyk,StronglyAgainst,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Catryna Bilyk,StronglyAgainst,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Catryna Bilyk,StronglyAgainst,Reducing air pollution,https://theyvoteforyou.org.au/policies/225
Catryna Bilyk,StronglyAgainst,Same sex marriage equality,https://theyvoteforyou.org.au/policies/1
Catryna Bilyk,StronglyAgainst,Temporary protection visas,https://theyvoteforyou.org.au/policies/11
Catryna Bilyk,StronglyAgainst,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Catryna Bilyk,StronglyAgainst,Voluntary student union fees,https://theyvoteforyou.org.au/policies/12
Catryna Bilyk,VeryStronglyAgainst,A publicly accessible foreign ownership register for agricultural land,https://theyvoteforyou.org.au/policies/110
Catryna Bilyk,VeryStronglyAgainst,A review of parliamentary entitlements,https://theyvoteforyou.org.au/policies/96
Catryna Bilyk,VeryStronglyAgainst,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Catryna Bilyk,VeryStronglyAgainst,A travel ban on people from certain countries,https://theyvoteforyou.org.au/policies/200
Catryna Bilyk,VeryStronglyAgainst,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Catryna Bilyk,VeryStronglyAgainst,An emissions reduction fund,https://theyvoteforyou.org.au/policies/37
Catryna Bilyk,VeryStronglyAgainst,Changing the wording of section 18C of the Racial Discrimination Act,https://theyvoteforyou.org.au/policies/147
Catryna Bilyk,VeryStronglyAgainst,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Catryna Bilyk,VeryStronglyAgainst,Community right to say no to nuclear waste disposal sites,https://theyvoteforyou.org.au/policies/216
Catryna Bilyk,VeryStronglyAgainst,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Catryna Bilyk,VeryStronglyAgainst,Ending Governor General allowances for serious misconduct,https://theyvoteforyou.org.au/policies/212
Catryna Bilyk,VeryStronglyAgainst,Equal treatment for all couples,https://theyvoteforyou.org.au/policies/164
Catryna Bilyk,VeryStronglyAgainst,Extending government benefits to same sex couples,https://theyvoteforyou.org.au/policies/29
Catryna Bilyk,VeryStronglyAgainst,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Catryna Bilyk,VeryStronglyAgainst,Government administered paid parental leave,https://theyvoteforyou.org.au/policies/5
Catryna Bilyk,VeryStronglyAgainst,High speed rail on the east coast,https://theyvoteforyou.org.au/policies/115
Catryna Bilyk,VeryStronglyAgainst,Increasing beef import standards,https://theyvoteforyou.org.au/policies/40
Catryna Bilyk,VeryStronglyAgainst,Increasing protection of Aboriginal heritage sites,https://theyvoteforyou.org.au/policies/30
Catryna Bilyk,VeryStronglyAgainst,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Catryna Bilyk,VeryStronglyAgainst,Increasing the age pension,https://theyvoteforyou.org.au/policies/28
Catryna Bilyk,VeryStronglyAgainst,Increasing the initial tax rate for working holiday makers to 15,https://theyvoteforyou.org.au/policies/138
Catryna Bilyk,VeryStronglyAgainst,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Catryna Bilyk,VeryStronglyAgainst,Increasing the passenger movement charge   PMC,https://theyvoteforyou.org.au/policies/136
Catryna Bilyk,VeryStronglyAgainst,Increasing transparency of the China Australia relationship,https://theyvoteforyou.org.au/policies/75
Catryna Bilyk,VeryStronglyAgainst,Legalising pepper spray,https://theyvoteforyou.org.au/policies/207
Catryna Bilyk,VeryStronglyAgainst,More scrutiny of the Australian Defence Force,https://theyvoteforyou.org.au/policies/137
Catryna Bilyk,VeryStronglyAgainst,Nuclear energy,https://theyvoteforyou.org.au/policies/196
Catryna Bilyk,VeryStronglyAgainst,Pill testing,https://theyvoteforyou.org.au/policies/206
Catryna Bilyk,VeryStronglyAgainst,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Catryna Bilyk,VeryStronglyAgainst,Privatising government services,https://theyvoteforyou.org.au/policies/168
Catryna Bilyk,VeryStronglyAgainst,Privatising the ABC,https://theyvoteforyou.org.au/policies/186
Catryna Bilyk,VeryStronglyAgainst,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Catryna Bilyk,VeryStronglyAgainst,Requiring Parliamentary approval of military deployments,https://theyvoteforyou.org.au/policies/78
Catryna Bilyk,VeryStronglyAgainst,Restricting foreign ownership,https://theyvoteforyou.org.au/policies/19
Catryna Bilyk,VeryStronglyAgainst,Stopping former ministers from taking lobbying positions within five years,https://theyvoteforyou.org.au/policies/192
Catryna Bilyk,VeryStronglyAgainst,Technology neutral emission reduction targets,https://theyvoteforyou.org.au/policies/152
Catryna Bilyk,VeryStronglyAgainst,The Coalition s Youth Jobs PaTH,https://theyvoteforyou.org.au/policies/150
Catryna Bilyk,VeryStronglyAgainst,The right to protest,https://theyvoteforyou.org.au/policies/140
Catryna Bilyk,VeryStronglyAgainst,The use of strong encryption technologies,https://theyvoteforyou.org.au/policies/97
Catryna Bilyk,VeryStronglyAgainst,Using natural resource wealth for the benefit of all Australians,https://theyvoteforyou.org.au/policies/88
Josh Wilson,VeryStronglyFor,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Josh Wilson,VeryStronglyFor,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Josh Wilson,VeryStronglyFor,Building dedicated quarantine facilities  COVID 19,https://theyvoteforyou.org.au/policies/263
Josh Wilson,VeryStronglyFor,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Josh Wilson,VeryStronglyFor,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Josh Wilson,VeryStronglyFor,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Josh Wilson,VeryStronglyFor,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Josh Wilson,VeryStronglyFor,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Josh Wilson,VeryStronglyFor,Increasing Aboriginal land rights,https://theyvoteforyou.org.au/policies/24
Josh Wilson,VeryStronglyFor,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Josh Wilson,VeryStronglyFor,Increasing funding for legal aid,https://theyvoteforyou.org.au/policies/105
Josh Wilson,VeryStronglyFor,Increasing funding for vocational education,https://theyvoteforyou.org.au/policies/232
Josh Wilson,VeryStronglyFor,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Josh Wilson,VeryStronglyFor,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Josh Wilson,VeryStronglyFor,Increasing penalties for breach of data,https://theyvoteforyou.org.au/policies/188
Josh Wilson,VeryStronglyFor,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Josh Wilson,VeryStronglyFor,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Josh Wilson,VeryStronglyFor,Increasing support for the Australian film and TV industry,https://theyvoteforyou.org.au/policies/261
Josh Wilson,VeryStronglyFor,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Josh Wilson,VeryStronglyFor,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Josh Wilson,VeryStronglyFor,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Josh Wilson,VeryStronglyFor,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Josh Wilson,VeryStronglyFor,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Josh Wilson,VeryStronglyFor,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Josh Wilson,VeryStronglyFor,Requiring every native title claimant to sign land use agreements,https://theyvoteforyou.org.au/policies/153
Josh Wilson,VeryStronglyFor,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Josh Wilson,VeryStronglyFor,Temporary Exclusion Orders,https://theyvoteforyou.org.au/policies/220
Josh Wilson,VeryStronglyFor,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Josh Wilson,VeryStronglyFor,Treating the COVID vaccine rollout as a matter of urgency,https://theyvoteforyou.org.au/policies/264
Josh Wilson,StronglyFor,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Josh Wilson,ModeratelyFor,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Josh Wilson,ModeratelyFor,Letting all MPs or Senators speak in Parliament  procedural,https://theyvoteforyou.org.au/policies/114
Josh Wilson,ModeratelyFor,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Josh Wilson,ModeratelyAgainst,Increasing the cost of humanities degrees,https://theyvoteforyou.org.au/policies/246
Josh Wilson,StronglyAgainst,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Josh Wilson,StronglyAgainst,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Josh Wilson,StronglyAgainst,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Josh Wilson,VeryStronglyAgainst,A citizenship test,https://theyvoteforyou.org.au/policies/166
Josh Wilson,VeryStronglyAgainst,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Josh Wilson,VeryStronglyAgainst,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Josh Wilson,VeryStronglyAgainst,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Josh Wilson,VeryStronglyAgainst,Banning mobiles and other devices in immigration detention,https://theyvoteforyou.org.au/policies/244
Josh Wilson,VeryStronglyAgainst,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Josh Wilson,VeryStronglyAgainst,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Josh Wilson,VeryStronglyAgainst,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Josh Wilson,VeryStronglyAgainst,Greater control over items brought into immigration detention centres,https://theyvoteforyou.org.au/policies/182
Josh Wilson,VeryStronglyAgainst,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Josh Wilson,VeryStronglyAgainst,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Josh Wilson,VeryStronglyAgainst,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Josh Wilson,VeryStronglyAgainst,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Josh Wilson,VeryStronglyAgainst,Increasing the Medicare Levy to pay for the National Disability Insurance Scheme,https://theyvoteforyou.org.au/policies/169
Josh Wilson,VeryStronglyAgainst,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Josh Wilson,VeryStronglyAgainst,Privatising government services,https://theyvoteforyou.org.au/policies/168
Josh Wilson,VeryStronglyAgainst,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Josh Wilson,VeryStronglyAgainst,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
